id,Arabic,Hindi,Urdu,Other_Indic_languages,Speak_only_English,Spanish_or_Spanish_Creole,French_Patois_Cajun,French_Creole,Italian,Portuguese_or_Portuguese_Creole,German,Yiddish,Other_West_Germanic_languages,Scandinavian_languages,Greek,Russian,Polish,Serbo_Croatian,Other_Slavic_languages,Armenian,Persian,Gujarati,Other_Indo_European_languages,Chinese,Japanese,Korean,Mon_Khmer_Cambodian,Hmong,Thai,Laotian,Vietnamese,Other_Asian_languages,Tagalog,Other_Pacific_Island_languages,Navajo,Other_Native_North_American_languages,Hungarian,Hebrew,African_languages,Other_and_unspecified_languages
1400000US36047048000,0,0,129,146,864,563,45,0,6,0,0,336,0,0,8,343,59,0,91,0,0,0,45,31,8,0,0,0,0,0,0,144,0,0,0,0,8,216,0,0
1400000US36047048100,0,20,0,0,1476,792,60,0,38,0,0,15,22,0,17,5,41,0,0,0,0,0,0,73,11,0,0,0,0,0,15,0,38,0,0,0,0,0,0,0
1400000US36047048200,0,0,934,200,1357,361,48,81,20,0,20,118,4,0,0,1128,0,0,14,0,137,0,98,263,24,0,0,0,0,0,0,307,0,0,0,0,0,67,9,75
1400000US36047048400,59,0,111,144,1653,463,17,152,38,0,1,1424,0,0,0,599,103,0,0,0,0,0,83,6,0,0,0,0,0,0,0,18,0,0,0,0,0,105,0,0
1400000US36047048500,0,0,0,0,1800,1173,47,21,14,5,0,10,0,0,0,11,10,0,0,0,0,0,0,26,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047048600,10,49,133,935,616,962,0,0,0,0,0,137,0,0,0,48,0,0,0,0,0,0,17,224,0,16,0,0,0,0,0,70,0,0,0,0,0,36,0,0
1400000US36047048800,38,0,58,887,1604,499,0,84,0,0,0,40,0,8,19,281,65,0,17,0,0,0,45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
1400000US36047048900,0,0,0,0,1590,2037,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047049000,0,0,0,302,1908,827,0,0,0,0,0,230,0,0,0,1056,314,0,16,0,33,0,47,200,0,8,0,0,0,0,0,135,0,0,0,0,0,94,105,29
1400000US36047049100,0,0,0,14,1736,1823,0,0,0,0,0,86,0,0,0,0,197,0,0,0,0,0,0,1541,28,0,0,0,61,0,0,20,0,0,0,0,0,0,0,0
1400000US36047049200,85,0,234,189,1531,441,12,42,0,0,0,10,0,10,9,301,0,0,50,0,0,0,95,9,21,0,0,0,80,0,0,0,0,0,0,0,0,7,0,0
1400000US36047049300,0,11,11,47,2483,4312,73,0,94,35,41,0,0,0,0,18,0,0,0,0,0,0,76,58,41,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
1400000US36047049400,0,0,64,639,2019,422,7,104,86,0,17,31,0,0,0,996,269,0,6,49,25,0,56,77,53,0,0,0,0,0,0,155,0,0,0,6,7,10,0,0
1400000US36047049500,0,0,0,0,1647,534,19,0,46,0,4,0,0,0,9,0,50,0,0,0,0,0,44,79,27,0,0,0,0,0,0,45,0,0,0,0,0,40,0,0
1400000US36047049600,132,0,36,217,1369,866,57,0,32,0,0,9,0,0,27,152,109,17,194,0,0,0,54,475,35,0,0,0,0,0,0,0,0,8,0,0,9,49,0,0
1400000US36047049700,0,0,0,28,2186,213,9,0,226,0,26,1,0,18,0,39,21,0,0,0,0,0,0,17,15,20,0,0,0,0,37,0,0,0,0,0,0,8,0,0
1400000US36047049800,16,0,70,877,1631,255,24,0,65,0,8,71,9,0,0,232,126,0,10,0,7,0,18,553,65,0,36,0,171,0,0,0,0,0,0,0,0,16,0,0
1400000US36047049900,0,0,0,0,950,232,5,0,25,5,13,0,0,0,18,8,405,0,0,0,0,0,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
1400000US36047050000,41,0,0,214,2022,198,11,128,124,0,0,9,0,7,0,75,0,0,29,0,10,0,20,120,0,0,0,0,149,0,0,0,27,0,0,0,0,8,0,0
1400000US36047050100,53,0,0,0,1794,404,30,0,116,0,24,4,31,0,0,11,23,0,0,0,0,0,17,13,28,35,0,0,0,0,11,0,0,0,0,0,0,11,0,0
1400000US36047050202,0,0,0,0,1736,111,7,0,33,0,22,1,0,0,23,152,6,0,0,0,0,0,8,35,15,0,0,0,0,0,0,0,11,0,0,0,0,21,0,0
1400000US36047050300,0,0,0,11,1351,584,14,0,68,0,0,0,0,0,0,8,257,0,0,0,0,0,9,0,28,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0
1400000US36047050400,72,0,0,342,2264,718,41,55,66,0,0,0,0,0,15,364,300,0,15,0,0,0,34,66,20,0,8,0,0,0,0,39,0,0,0,0,0,4,0,14
1400000US36047050500,70,0,0,0,1340,1844,13,0,11,0,27,0,0,0,0,0,180,0,0,0,0,0,0,344,82,16,0,0,0,0,0,0,0,37,0,0,0,0,0,0
1400000US36047050600,0,0,13,154,2656,1719,78,368,78,0,0,8,8,0,0,8,0,37,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,44,0
1400000US36047050700,0,0,0,0,226,520,13,0,0,0,24,1105,0,0,0,0,0,13,0,0,0,0,0,7,0,1,0,0,0,0,0,17,0,50,0,0,0,38,0,0
1400000US36047050801,28,0,0,0,1459,710,32,909,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,159,0
1400000US36047050803,5,0,0,0,1463,222,5,204,0,0,7,10,0,0,0,0,0,0,0,0,0,0,6,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1400000US36047050804,0,0,0,0,3243,1556,17,538,0,0,0,18,14,0,0,21,0,0,0,0,0,0,0,43,14,13,0,0,0,0,50,0,0,0,0,0,0,0,0,0
1400000US36047050900,0,0,0,0,552,223,0,0,0,0,0,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,247,0,0
1400000US36047051001,32,0,0,0,2588,606,63,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047051002,0,0,0,0,2547,975,51,762,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,50,13,0,0,0,0,0,0,24,0,18,0,0,0,0,0,0
1400000US36047051100,0,14,0,0,1445,1341,32,0,48,0,0,31,0,0,0,0,67,0,0,0,0,0,0,540,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
1400000US36047051200,0,0,0,25,3078,1173,59,916,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,17,203,0
1400000US36047051300,0,0,0,0,2232,1579,63,0,134,0,7,21,0,0,0,28,0,0,0,0,0,0,3,0,40,70,0,0,0,0,0,12,18,0,0,0,0,0,0,0
1400000US36047051400,0,0,0,159,2764,2072,33,1105,0,0,29,0,30,41,0,0,0,0,17,0,0,0,3,0,64,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
1400000US36047051500,0,0,0,0,808,411,36,27,7,0,10,0,0,0,0,20,16,0,0,0,0,0,0,0,12,32,0,0,0,0,0,0,0,0,0,0,0,8,0,0
1400000US36047051601,0,0,0,0,2790,649,50,1234,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,142,0,0,0,0,0,9,0,7
1400000US36047051602,5,0,0,14,2077,304,34,879,0,0,0,0,0,0,0,5,0,0,20,0,0,0,5,11,0,0,0,0,0,0,0,0,0,20,0,0,0,0,6,0
1400000US36047051700,0,19,0,0,1057,68,23,0,46,27,0,13,0,0,0,18,150,0,12,0,0,28,0,27,13,11,0,0,0,0,0,0,0,8,0,0,9,31,16,0
1400000US36047051800,0,0,0,229,1786,546,71,117,31,0,0,0,57,0,16,36,0,0,0,0,0,0,7,58,0,29,0,0,0,0,0,117,11,0,0,0,0,39,0,0
1400000US36047051900,12,0,0,0,2993,458,182,0,64,13,82,0,28,0,14,17,89,0,10,0,0,0,6,90,18,34,0,0,0,0,12,0,0,0,0,0,0,54,0,0
1400000US36047052000,209,0,164,701,2015,302,8,135,0,0,26,0,8,0,0,54,21,0,0,0,0,0,0,135,0,0,49,0,0,0,0,239,7,0,0,0,0,0,0,0
1400000US36047052300,0,0,16,26,2356,2980,39,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,11,0,30,0,0,0,0,0,0,0,0,0,0,0,12,0,0
1400000US36047052500,0,0,0,0,660,746,28,0,0,0,0,1262,0,0,0,0,0,0,0,0,0,0,24,53,0,0,0,0,0,0,9,7,17,0,0,0,15,108,0,0
1400000US36047052600,29,19,162,75,1892,728,20,250,28,11,19,206,0,0,0,367,48,0,10,0,0,0,55,97,0,0,0,0,0,0,0,431,0,10,0,0,0,0,0,0
1400000US36047052700,0,0,0,0,1800,4121,37,0,0,15,7,0,0,0,0,13,0,0,38,0,0,0,0,16,0,12,0,0,0,0,0,12,24,0,0,0,0,0,0,0
1400000US36047052800,0,0,317,174,874,317,6,72,16,0,4,0,0,0,0,0,45,0,0,0,0,0,0,37,0,13,0,0,0,0,0,37,6,0,0,0,0,70,0,0
1400000US36047052900,0,0,0,0,541,379,10,0,0,0,0,2087,0,0,0,119,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,65,136,0,0
1400000US36047053000,0,0,180,98,1065,146,0,0,0,18,0,157,0,0,31,669,75,0,0,0,25,0,14,259,0,0,0,0,0,0,0,77,0,19,0,0,19,168,10,11
1400000US36047053100,0,0,0,0,515,501,0,0,0,0,50,4801,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,584,0,0
1400000US36047053200,60,0,114,27,1062,65,21,47,0,0,0,6,0,0,0,168,0,0,35,0,0,0,0,277,0,0,0,0,0,0,14,0,85,0,0,0,4,200,0,0
1400000US36047053300,30,0,0,0,263,169,0,0,0,0,9,4443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,71,10,31,0
1400000US36047053400,0,0,716,0,1693,137,8,153,0,0,0,65,0,0,17,524,7,0,70,0,0,0,33,44,0,0,0,0,0,0,0,30,0,0,0,0,0,275,5,0
1400000US36047053500,0,0,0,0,393,268,0,0,0,0,15,2223,0,0,0,41,33,0,0,0,0,0,17,0,0,0,0,0,0,0,0,13,0,0,0,0,29,118,0,0
1400000US36047053700,5,0,0,0,521,82,0,10,0,0,0,2235,0,0,0,5,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,136,0,0
1400000US36047053800,18,0,142,0,1112,728,0,0,0,0,0,33,0,0,0,1208,49,0,16,0,40,0,45,111,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,12
1400000US36047053900,0,0,9,0,372,390,0,0,0,0,0,1337,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,165,0,0
1400000US36047054200,0,0,73,24,2042,387,66,18,42,0,0,54,11,0,15,984,0,0,21,0,34,0,30,126,1,9,0,0,0,0,0,0,0,0,0,0,0,271,0,0
1400000US36047054300,0,0,0,0,227,94,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047054400,0,0,0,0,1097,0,11,0,0,0,0,0,0,0,20,819,22,0,0,0,32,0,70,439,0,11,0,0,0,0,0,57,0,0,0,0,0,116,0,51
1400000US36047054500,0,0,0,0,1285,1555,0,0,0,0,0,3080,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,224,0,0
1400000US36047054600,0,0,57,25,1473,79,0,0,0,0,0,109,0,0,0,1764,27,30,87,0,0,0,42,103,0,0,0,0,0,0,0,78,14,0,0,0,41,218,0,0
1400000US36047054700,0,0,0,0,1154,907,49,8,7,0,7,2081,0,13,0,44,16,0,0,0,0,0,0,190,9,17,0,0,0,0,0,0,7,0,0,0,0,11,0,0
1400000US36047054800,0,0,0,0,1254,1,0,0,0,0,0,156,0,0,0,376,0,145,0,0,121,0,0,37,0,0,0,0,0,0,0,0,5,0,0,0,0,69,0,0
1400000US36047054900,0,0,0,0,1269,521,70,0,0,46,16,784,0,17,0,0,0,23,0,0,0,0,17,27,30,36,0,0,0,0,0,0,0,0,0,0,10,9,0,0
1400000US36047055000,0,0,25,0,999,287,0,30,0,0,0,19,0,0,0,1090,0,89,71,0,0,0,216,128,0,45,0,0,0,0,0,201,0,0,0,0,0,31,0,10
1400000US36047055100,0,0,0,33,2350,2408,61,0,0,45,0,0,0,0,0,0,121,0,0,0,0,0,0,0,87,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
1400000US36047055200,0,0,120,176,942,48,10,9,0,0,0,31,0,0,8,960,0,0,71,31,0,0,133,315,0,48,27,0,0,0,0,80,19,0,0,0,22,0,0,0
1400000US36047055300,19,0,0,0,1658,440,39,0,22,0,16,19,0,0,0,17,92,0,0,0,0,0,0,197,55,21,0,0,0,0,0,0,0,0,0,0,0,14,0,0
1400000US36047055400,28,0,152,25,1164,325,0,0,21,0,0,17,0,0,10,1126,0,0,71,0,0,0,58,205,0,15,0,0,0,0,0,94,0,0,0,0,0,129,0,71
1400000US36047055500,0,0,0,102,2704,658,71,0,35,6,47,0,21,19,6,36,201,0,0,0,0,0,75,87,12,77,0,0,0,0,18,71,0,0,0,0,0,127,0,0
1400000US36047055600,181,0,23,85,1608,41,28,0,12,0,7,70,0,0,0,1006,7,0,50,0,0,0,8,286,0,0,0,0,0,0,0,39,0,0,0,0,0,34,0,25
1400000US36047055700,0,6,23,0,1374,237,34,16,24,29,56,0,0,34,0,8,146,0,0,0,0,0,9,33,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1400000US36047055800,34,0,40,120,833,228,26,0,52,0,0,0,0,0,0,384,5,0,16,0,0,0,45,253,0,0,0,0,0,0,0,31,0,0,0,0,0,67,0,26
1400000US36047056000,0,0,12,0,1326,153,0,0,18,0,0,0,0,0,45,1154,27,0,9,7,0,31,0,332,26,53,0,0,0,0,0,19,0,0,0,0,0,70,0,36
1400000US36047056100,0,16,0,0,1962,92,8,0,14,10,32,0,0,18,0,16,565,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1400000US36047056200,22,0,0,0,1016,0,9,0,28,0,0,5,0,0,0,78,18,0,0,0,25,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0
1400000US36047056300,18,0,64,156,1960,681,36,0,0,0,0,3,0,0,0,30,740,0,0,0,0,0,0,107,17,52,0,0,0,0,0,0,25,0,0,0,41,24,0,27
1400000US36047056400,32,0,0,24,1696,52,12,0,0,0,0,14,0,0,0,342,0,0,0,0,7,0,61,96,0,0,0,0,0,0,0,9,0,0,0,0,0,80,0,0
1400000US36047056500,0,0,0,19,2294,325,68,0,15,41,0,17,12,11,0,41,575,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,20,34,0
1400000US36047056600,17,72,0,0,1431,74,28,6,7,0,0,0,0,0,0,325,7,0,0,0,0,0,0,584,0,0,0,0,0,0,73,92,0,0,0,0,0,0,0,0
1400000US36047056800,0,0,12,0,739,96,0,0,36,0,0,0,8,0,0,192,0,0,0,0,0,0,41,228,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
1400000US36047056900,0,0,0,0,816,265,2,0,0,0,0,0,0,5,0,43,241,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1400000US36047057000,14,15,0,0,2094,107,0,16,8,0,0,31,0,0,9,500,8,0,4,0,0,0,0,468,0,0,67,0,0,0,33,0,24,0,0,0,0,14,0,0
1400000US36047057100,0,0,0,0,2026,52,0,0,18,0,12,83,15,15,0,58,1446,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047057200,0,0,0,0,2842,665,53,504,0,0,0,39,0,0,0,170,44,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047057300,0,0,0,0,1366,80,9,0,0,0,62,0,0,0,0,0,665,0,10,0,0,0,9,42,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
1400000US36047057400,17,0,0,22,1144,90,0,0,1,0,0,10,0,0,0,410,39,0,0,0,0,0,27,998,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0
1400000US36047057500,0,0,109,0,1758,520,92,0,4,37,0,4,0,0,0,0,905,0,0,0,0,0,0,18,9,34,0,0,0,0,0,0,55,0,0,0,0,0,0,15
1400000US36047057600,12,0,88,0,1065,7,3,0,36,0,6,13,0,0,0,756,0,0,0,0,0,0,34,825,0,0,0,0,0,0,41,77,0,0,0,0,0,36,0,0
1400000US36047057800,97,5,156,0,892,228,25,0,100,0,0,0,0,0,20,589,0,0,24,0,0,0,54,499,0,89,16,0,0,0,53,117,23,0,0,0,0,21,0,0
1400000US36047057900,0,0,0,37,310,197,6,0,5,0,0,5,0,0,0,17,220,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047058000,22,0,307,75,1155,685,18,0,9,0,0,0,0,0,8,433,0,0,12,0,0,0,0,757,0,0,0,0,0,0,0,52,88,14,0,0,0,0,0,12
1400000US36047058200,185,0,155,33,910,299,0,0,40,0,0,0,0,0,0,393,0,0,110,0,0,0,0,606,0,0,0,0,0,0,39,0,0,0,0,0,0,72,0,29
1400000US36047058400,96,0,0,0,1449,12,0,0,53,0,0,0,0,0,0,861,0,0,38,0,0,0,10,444,0,0,0,0,0,0,15,68,28,0,0,0,0,46,0,0
1400000US36047058600,0,10,10,38,694,296,7,0,5,0,0,106,0,0,12,212,0,0,0,0,0,0,0,927,0,17,0,0,0,0,18,65,0,0,0,0,0,0,0,23
1400000US36047058800,16,0,75,0,772,308,0,0,18,0,0,21,0,0,0,1411,0,0,0,0,0,0,191,374,0,19,0,0,0,0,0,161,0,0,0,0,0,0,47,10
1400000US36047058900,0,33,0,0,1185,5,26,0,0,0,6,0,0,0,0,2,321,0,24,0,0,0,0,8,14,49,0,0,0,0,21,0,0,6,0,0,0,0,0,0
1400000US36047059000,56,5,62,0,503,118,0,25,4,0,0,0,0,0,0,373,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,78,45,0,0,0,0,0,0,0
1400000US36047059100,0,0,0,0,2316,359,33,0,101,0,8,0,0,0,0,9,843,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047059200,61,0,184,0,1355,72,0,0,0,0,0,44,0,0,0,1253,9,43,27,0,16,0,33,847,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0
1400000US36047059300,12,7,0,0,1144,273,9,0,20,0,7,1,0,0,0,8,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047059401,29,0,27,0,2033,42,121,0,178,0,0,0,0,0,0,2633,15,0,43,0,0,0,1,1707,0,0,0,0,0,0,190,66,0,0,0,0,0,20,0,85
1400000US36047059402,0,0,0,0,1674,85,0,0,5,0,0,0,0,0,65,1775,12,8,0,0,0,79,36,489,0,26,0,0,0,0,0,88,0,0,0,0,0,0,0,0
1400000US36047059600,33,0,32,0,942,0,0,0,7,0,0,19,0,0,0,1079,43,54,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,0
1400000US36047059800,373,0,80,0,1132,63,0,10,9,0,0,10,0,0,0,1080,7,18,24,0,0,0,9,111,0,0,0,0,0,0,0,174,0,0,0,0,9,0,0,10
1400000US36047060000,3,0,0,0,1508,233,10,0,11,0,0,10,0,0,8,2714,0,0,175,0,0,0,75,341,0,0,0,0,0,0,0,100,6,0,0,0,0,19,0,25
1400000US36047060600,0,19,75,34,547,168,0,0,3,0,0,19,34,0,0,1107,0,42,35,51,0,0,0,127,0,0,0,0,0,0,59,32,0,0,0,0,9,25,0,8
1400000US36047060800,0,0,103,0,717,126,10,55,17,6,0,0,0,0,0,1492,0,80,18,0,0,0,0,17,0,0,0,0,0,0,0,101,0,0,0,0,0,0,30,34
1400000US36047061002,0,0,0,0,793,23,94,0,0,0,11,13,0,0,0,2911,112,0,43,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,46,0,0
1400000US36047061003,4,0,232,7,363,451,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,28,27,0,0,0,0,0,0,41
1400000US36047061004,94,0,135,0,720,241,0,0,80,0,0,67,0,0,0,3830,0,0,397,0,0,0,111,121,11,0,0,0,0,0,32,13,0,0,0,0,0,0,0,33
1400000US36047061200,0,0,0,0,433,25,0,0,5,0,0,3,0,0,0,412,7,0,0,45,0,0,31,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0
1400000US36047061600,0,0,0,0,563,41,6,0,31,0,0,43,0,0,0,944,0,0,4,21,14,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0
1400000US36047062000,4,0,0,2,598,10,37,0,22,0,0,18,0,0,0,1182,24,0,0,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0
1400000US36047062200,8,0,0,0,1067,236,11,22,14,39,0,92,0,0,0,1120,59,0,88,0,0,0,152,4,0,0,0,0,0,0,0,63,0,0,0,0,0,23,4,0
1400000US36047062600,51,0,164,0,1414,37,0,0,17,0,0,17,0,0,0,405,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,8,0,0,0,0,0,68,0
1400000US36047062800,0,0,0,0,4904,182,0,0,46,0,0,0,0,0,0,29,26,0,10,0,37,0,0,37,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0
1400000US36047063200,75,0,0,0,979,31,0,0,5,0,0,0,0,0,0,202,0,0,0,0,0,0,0,92,0,0,0,0,0,0,33,0,0,0,0,0,0,4,0,0
1400000US36047063600,0,0,0,0,1028,23,0,0,22,0,0,6,0,0,0,63,20,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,68,0,0
1400000US36047063800,0,0,0,0,1099,11,0,0,13,0,0,0,0,0,0,270,0,0,0,0,0,0,0,150,0,8,0,0,0,0,0,6,0,0,0,0,0,16,0,0
1400000US36047064000,0,204,0,0,1075,80,5,0,36,0,0,0,0,0,53,195,0,0,30,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
1400000US36047064200,16,0,0,0,1229,154,3,13,5,3,38,12,0,0,6,453,0,0,30,0,0,0,7,73,0,0,0,0,0,0,0,0,5,27,0,0,0,36,0,41
1400000US36047064400,0,12,171,38,1632,130,24,0,39,0,0,0,0,0,33,151,0,0,0,0,58,0,0,223,0,0,0,0,0,0,21,0,0,0,0,0,0,30,0,0
1400000US36047064600,0,8,0,21,1989,138,16,0,17,5,0,0,0,0,0,17,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,30,0,0,0,0,54,0,0
1400000US36047064800,0,0,34,17,958,271,4,104,70,0,0,70,0,0,0,0,0,0,0,0,0,0,45,60,0,0,0,0,0,0,0,13,16,0,0,0,0,65,0,0
1400000US36047065000,15,0,75,0,977,79,0,105,0,4,5,0,0,0,0,17,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,22,0,0,0,0,0,15,49,39
1400000US36047065200,0,18,7,0,963,6,0,0,41,0,0,0,0,0,0,28,0,0,0,0,0,0,49,36,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
1400000US36047065400,0,0,0,0,1459,48,18,0,22,0,0,15,0,3,16,30,0,0,0,0,0,0,0,69,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1400000US36047065600,0,0,0,0,1315,99,0,11,28,29,0,13,0,0,15,33,0,0,29,0,0,0,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
1400000US36047065800,34,0,0,32,1516,13,4,0,48,8,3,12,0,0,0,109,0,0,43,0,0,0,38,61,0,36,0,0,0,0,0,0,0,0,0,0,0,79,0,0
1400000US36047066000,0,0,17,0,1272,160,15,0,77,0,0,0,0,0,19,46,0,0,0,0,0,0,11,152,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
1400000US36047066200,12,0,24,111,891,114,0,0,136,0,0,0,0,0,0,165,18,0,25,0,0,0,0,62,0,0,0,0,0,0,0,20,34,0,0,0,0,8,0,0
1400000US36047066600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047067000,15,0,0,12,1946,282,42,185,19,0,0,32,0,0,84,19,0,0,0,0,0,0,13,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1400000US36047067200,140,0,0,0,931,216,101,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
1400000US36047067400,7,0,0,0,1387,143,55,167,0,0,0,0,5,0,28,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
1400000US36047067600,18,0,61,0,1233,74,32,418,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047067800,36,0,0,0,1715,50,71,426,0,0,0,13,0,0,0,0,35,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,49,0
1400000US36047068000,58,0,46,0,1131,337,17,235,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,0
1400000US36047068200,0,0,0,0,1809,284,210,455,29,0,0,0,0,0,0,84,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,19,2,0
1400000US36047068600,0,0,62,0,864,43,52,81,4,0,0,27,0,0,27,39,8,6,0,0,0,0,21,35,0,0,0,0,0,0,36,0,12,0,0,0,5,25,0,0
1400000US36047068800,0,0,0,0,1159,139,50,231,9,27,0,0,0,0,21,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,26
1400000US36047069000,0,0,14,0,1289,174,15,252,7,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
1400000US36047069200,6,0,0,0,1974,108,67,262,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,25,0,0,0,0,0,16,0
1400000US36047069601,83,0,22,0,2398,315,41,264,18,0,0,97,0,0,26,238,42,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,40,266,15,0
1400000US36047069602,0,0,0,0,3827,453,57,104,145,0,0,0,0,0,87,775,14,0,0,0,0,0,0,218,19,0,0,0,0,0,28,0,0,0,0,0,0,168,8,0
1400000US36047069800,0,0,0,0,798,166,12,0,38,0,12,3,0,0,0,43,0,0,25,0,0,0,0,40,0,31,0,0,0,0,0,0,10,0,0,0,0,71,0,0
1400000US36047070000,10,0,0,0,1150,27,38,0,88,0,0,11,53,0,0,57,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0
1400000US36047070201,36,17,0,0,2989,124,0,0,80,0,26,40,0,0,66,1300,14,0,49,0,0,0,9,123,0,0,0,0,0,0,0,16,0,0,0,0,32,579,0,0
1400000US36047070202,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
